2025-06-03 14:11:15 utils.py:l226 INFO	Command: /home/haali/miniconda3/envs/test/bin/ppanggolin all --fasta testingDataset/genomes.fasta.list -c8
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0465 | GCF_000590575.1_ASM59057v1_genomic_CDS_0466 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0471 | GCF_000590575.1_ASM59057v1_genomic_CDS_0472 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0474 | GCF_000590575.1_ASM59057v1_genomic_CDS_0475 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0476 | GCF_000590575.1_ASM59057v1_genomic_CDS_0477 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0479 | GCF_000590575.1_ASM59057v1_genomic_CDS_0480 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0482 | GCF_000590575.1_ASM59057v1_genomic_CDS_0483 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0483 | GCF_000590575.1_ASM59057v1_genomic_CDS_0484 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0487 | GCF_000590575.1_ASM59057v1_genomic_CDS_0488 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0489 | GCF_000590575.1_ASM59057v1_genomic_CDS_0490 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0491 | GCF_000590575.1_ASM59057v1_genomic_CDS_0492 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0494 | GCF_000590575.1_ASM59057v1_genomic_CDS_0495 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0497 | GCF_000590575.1_ASM59057v1_genomic_CDS_0498 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0501 | GCF_000590575.1_ASM59057v1_genomic_CDS_0502 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0505 | GCF_000590575.1_ASM59057v1_genomic_CDS_0506 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0506 | GCF_000590575.1_ASM59057v1_genomic_CDS_0507 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0512 | GCF_000590575.1_ASM59057v1_genomic_CDS_0513 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0525 | GCF_000590575.1_ASM59057v1_genomic_CDS_0526 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0533 | GCF_000590575.1_ASM59057v1_genomic_CDS_0534 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0544 | GCF_000590575.1_ASM59057v1_genomic_CDS_0545 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0546 | GCF_000590575.1_ASM59057v1_genomic_CDS_0547 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0551 | GCF_000590575.1_ASM59057v1_genomic_CDS_0552 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0556 | GCF_000590575.1_ASM59057v1_genomic_CDS_0557 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0562 | GCF_000590575.1_ASM59057v1_genomic_CDS_0563 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0566 | GCF_000590575.1_ASM59057v1_genomic_CDS_0567 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0571 | GCF_000590575.1_ASM59057v1_genomic_CDS_0572 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0573 | GCF_000590575.1_ASM59057v1_genomic_CDS_0574 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0581 | GCF_000590575.1_ASM59057v1_genomic_CDS_0582 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0585 | GCF_000590575.1_ASM59057v1_genomic_CDS_0586 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0586 | GCF_000590575.1_ASM59057v1_genomic_CDS_0587 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0597 | GCF_000590575.1_ASM59057v1_genomic_CDS_0598 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0607 | GCF_000590575.1_ASM59057v1_genomic_CDS_0608 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0611 | GCF_000590575.1_ASM59057v1_genomic_CDS_0612 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0613 | GCF_000590575.1_ASM59057v1_genomic_CDS_0614 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0614 | GCF_000590575.1_ASM59057v1_genomic_CDS_0615 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0615 | GCF_000590575.1_ASM59057v1_genomic_CDS_0616 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0617 | GCF_000590575.1_ASM59057v1_genomic_CDS_0618 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0621 | GCF_000590575.1_ASM59057v1_genomic_CDS_0622 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0622 | GCF_000590575.1_ASM59057v1_genomic_CDS_0623 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0627 | GCF_000590575.1_ASM59057v1_genomic_CDS_0628 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0628 | GCF_000590575.1_ASM59057v1_genomic_CDS_0629 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0629 | GCF_000590575.1_ASM59057v1_genomic_CDS_0630 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0653 | GCF_000590575.1_ASM59057v1_genomic_CDS_0654 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0660 | GCF_000590575.1_ASM59057v1_genomic_CDS_0661 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0662 | GCF_000590575.1_ASM59057v1_genomic_CDS_0663 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0663 | GCF_000590575.1_ASM59057v1_genomic_CDS_0664 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0667 | GCF_000590575.1_ASM59057v1_genomic_CDS_0668 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0671 | GCF_000590575.1_ASM59057v1_genomic_CDS_0672 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0690 | GCF_000590575.1_ASM59057v1_genomic_CDS_0691 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0692 | GCF_000590575.1_ASM59057v1_genomic_CDS_0693 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0694 | GCF_000590575.1_ASM59057v1_genomic_CDS_0695 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0704 | GCF_000590575.1_ASM59057v1_genomic_CDS_0705 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0706 | GCF_000590575.1_ASM59057v1_genomic_CDS_0707 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0707 | GCF_000590575.1_ASM59057v1_genomic_CDS_0708 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0714 | GCF_000590575.1_ASM59057v1_genomic_CDS_0715 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0727 | GCF_000590575.1_ASM59057v1_genomic_CDS_0728 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0732 | GCF_000590575.1_ASM59057v1_genomic_CDS_0733 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0734 | GCF_000590575.1_ASM59057v1_genomic_CDS_0735 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0738 | GCF_000590575.1_ASM59057v1_genomic_CDS_0739 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0739 | GCF_000590575.1_ASM59057v1_genomic_CDS_0740 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0749 | GCF_000590575.1_ASM59057v1_genomic_CDS_0750 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0755 | GCF_000590575.1_ASM59057v1_genomic_CDS_0756 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0764 | GCF_000590575.1_ASM59057v1_genomic_CDS_0765 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0765 | GCF_000590575.1_ASM59057v1_genomic_CDS_0766 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0766 | GCF_000590575.1_ASM59057v1_genomic_CDS_0767 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0768 | GCF_000590575.1_ASM59057v1_genomic_CDS_0769 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0771 | GCF_000590575.1_ASM59057v1_genomic_CDS_0772 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0779 | GCF_000590575.1_ASM59057v1_genomic_CDS_0780 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0781 | GCF_000590575.1_ASM59057v1_genomic_CDS_0782 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0791 | GCF_000590575.1_ASM59057v1_genomic_CDS_0792 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0794 | GCF_000590575.1_ASM59057v1_genomic_CDS_0795 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0798 | GCF_000590575.1_ASM59057v1_genomic_CDS_0799 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0799 | GCF_000590575.1_ASM59057v1_genomic_CDS_0800 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0802 | GCF_000590575.1_ASM59057v1_genomic_CDS_0803 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0823 | GCF_000590575.1_ASM59057v1_genomic_CDS_0824 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0829 | GCF_000590575.1_ASM59057v1_genomic_CDS_0830 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0840 | GCF_000590575.1_ASM59057v1_genomic_CDS_0841 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0853 | GCF_000590575.1_ASM59057v1_genomic_CDS_0854 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0859 | GCF_000590575.1_ASM59057v1_genomic_tRNA_0037 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0860 | GCF_000590575.1_ASM59057v1_genomic_CDS_0861 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0867 | GCF_000590575.1_ASM59057v1_genomic_CDS_0868 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0868 | GCF_000590575.1_ASM59057v1_genomic_CDS_0869 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0874 | GCF_000590575.1_ASM59057v1_genomic_CDS_0875 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0886 | GCF_000590575.1_ASM59057v1_genomic_CDS_0887 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0888 | GCF_000590575.1_ASM59057v1_genomic_CDS_0889 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590575.1_ASM59057v1_genomic_CDS_0894 | GCF_000590575.1_ASM59057v1_genomic_CDS_0895 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0010 | GCF_000590635.1_ASM59063v1_genomic_CDS_0011 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0012 | GCF_000590635.1_ASM59063v1_genomic_CDS_0013 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0024 | GCF_000590635.1_ASM59063v1_genomic_CDS_0025 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0025 | GCF_000590635.1_ASM59063v1_genomic_CDS_0026 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0026 | GCF_000590635.1_ASM59063v1_genomic_CDS_0027 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0030 | GCF_000590635.1_ASM59063v1_genomic_CDS_0031 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0031 | GCF_000590635.1_ASM59063v1_genomic_CDS_0032 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0032 | GCF_000590635.1_ASM59063v1_genomic_CDS_0033 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0036 | GCF_000590635.1_ASM59063v1_genomic_CDS_0037 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0041 | GCF_000590635.1_ASM59063v1_genomic_CDS_0042 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0053 | GCF_000590635.1_ASM59063v1_genomic_CDS_0054 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0068 | GCF_000590635.1_ASM59063v1_genomic_CDS_0069 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0069 | GCF_000590635.1_ASM59063v1_genomic_CDS_0070 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0070 | GCF_000590635.1_ASM59063v1_genomic_CDS_0071 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0073 | GCF_000590635.1_ASM59063v1_genomic_CDS_0074 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0075 | GCF_000590635.1_ASM59063v1_genomic_CDS_0076 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0077 | GCF_000590635.1_ASM59063v1_genomic_CDS_0078 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0081 | GCF_000590635.1_ASM59063v1_genomic_CDS_0082 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0089 | GCF_000590635.1_ASM59063v1_genomic_CDS_0090 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0092 | GCF_000590635.1_ASM59063v1_genomic_CDS_0093 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0095 | GCF_000590635.1_ASM59063v1_genomic_CDS_0096 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0102 | GCF_000590635.1_ASM59063v1_genomic_CDS_0103 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0120 | GCF_000590635.1_ASM59063v1_genomic_CDS_0121 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0128 | GCF_000590635.1_ASM59063v1_genomic_CDS_0129 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0130 | GCF_000590635.1_ASM59063v1_genomic_CDS_0131 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0136 | GCF_000590635.1_ASM59063v1_genomic_CDS_0137 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0137 | GCF_000590635.1_ASM59063v1_genomic_CDS_0138 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0142 | GCF_000590635.1_ASM59063v1_genomic_CDS_0143 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0153 | GCF_000590635.1_ASM59063v1_genomic_CDS_0154 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0156 | GCF_000590635.1_ASM59063v1_genomic_CDS_0157 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0158 | GCF_000590635.1_ASM59063v1_genomic_CDS_0159 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0162 | GCF_000590635.1_ASM59063v1_genomic_CDS_0163 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0168 | GCF_000590635.1_ASM59063v1_genomic_CDS_0169 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0170 | GCF_000590635.1_ASM59063v1_genomic_CDS_0171 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0175 | GCF_000590635.1_ASM59063v1_genomic_CDS_0176 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0178 | GCF_000590635.1_ASM59063v1_genomic_CDS_0179 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0181 | GCF_000590635.1_ASM59063v1_genomic_CDS_0182 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0182 | GCF_000590635.1_ASM59063v1_genomic_CDS_0183 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0185 | GCF_000590635.1_ASM59063v1_genomic_CDS_0186 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0196 | GCF_000590635.1_ASM59063v1_genomic_CDS_0197 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0199 | GCF_000590635.1_ASM59063v1_genomic_CDS_0200 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0205 | GCF_000590635.1_ASM59063v1_genomic_CDS_0206 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0207 | GCF_000590635.1_ASM59063v1_genomic_CDS_0208 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0209 | GCF_000590635.1_ASM59063v1_genomic_CDS_0210 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0211 | GCF_000590635.1_ASM59063v1_genomic_CDS_0212 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000590635.1_ASM59063v1_genomic_CDS_0218 | GCF_000590635.1_ASM59063v1_genomic_CDS_0219 has no DNA sequence.
